Date,City,Temperature,Precipitation,Wind Speed,Humidity
2020-03-25,New York,16.8,37.7,3.6,73.0
2020-11-18,New York,13.6,74.6,16.9,48.8
2023-02-04,Houston,5.5,69.7,0.6,38.8
2020-12-21,Phoenix,22.4,20.5,26.0,45.1
2020-09-07,Houston,1.0,34.7,1.5,88.2
2020-01-16,Houston,3.9,41.2,9.8,20.8
2021-09-02,Houston,24.5,66.6,29.7,26.3
2023-11-05,New York,-7.5,96.5,18.2,29.1
2021-08-21,Los Angeles,16.6,56.1,3.3,14.9
2020-03-10,New York,12.3,41.2,7.9,58.6
2022-04-23,Phoenix,8.7,21.8,14.7,63.4
2021-06-12,Phoenix,0.3,31.9,22.4,32.7
2021-04-30,Chicago,0.2,12.8,27.3,56.9
2020-04-23,New York,8.3,0.7,6.9,97.2
2021-09-10,Chicago,-5.6,17.5,21.7,10.8
2020-01-22,Phoenix,36.4,54.5,11.3,80.5
2023-11-17,New York,8.4,70.8,12.8,22.6
2022-07-27,New York,29.6,6.6,27.0,24.0
2022-08-18,New York,10.8,31.3,2.9,42.6
2021-05-30,Houston,38.0,85.8,2.8,75.3
2023-02-15,Houston,8.7,59.3,22.6,47.1
2022-11-12,New York,6.9,0.2,17.4,76.0
2022-05-25,Houston,23.4,23.4,29.0,25.4
2021-11-13,Los Angeles,34.7,36.8,0.3,10.3
2023-07-22,Phoenix,17.8,7.7,1.0,50.6
2021-12-07,Los Angeles,32.6,18.5,23.6,14.5
2020-12-22,Los Angeles,32.4,73.1,17.8,57.5
2022-04-07,Chicago,15.5,87.4,19.0,41.7
2022-11-06,Houston,-6.7,15.3,22.6,89.0
2023-03-11,Houston,12.8,50.3,26.3,50.9
2021-10-10,Houston,16.5,90.3,21.7,48.3
2022-07-01,Houston,25.3,23.8,7.0,23.7
2023-11-07,Chicago,4.9,82.1,22.7,56.1
2022-07-25,New York,-7.2,97.7,17.1,6.6
2023-03-05,Phoenix,20.3,63.7,8.6,39.1
2021-04-17,New York,26.0,49.2,0.9,59.0
2020-08-27,New York,39.9,90.7,24.5,33.3
2021-08-04,Phoenix,24.9,11.6,10.0,68.0
2023-02-25,Chicago,29.5,83.2,3.1,17.3
2023-08-03,Phoenix,29.3,87.3,29.0,25.1
2021-01-30,New York,0.2,77.4,6.8,65.5
2021-08-04,New York,33.2,34.2,11.0,7.9
2020-01-27,Houston,28.1,43.2,11.7,49.5
2020-10-15,Phoenix,18.7,8.0,1.8,63.1
2022-04-17,Houston,26.4,93.1,2.5,56.5
2023-07-03,Los Angeles,27.0,34.7,6.5,22.2
2023-05-12,Phoenix,14.3,0.9,27.5,2.2
2021-12-21,Houston,21.3,9.3,29.6,76.1
2023-10-03,Los Angeles,-4.2,72.5,1.3,30.7
2022-04-11,New York,31.9,62.2,20.5,49.2
2020-09-10,New York,21.2,33.3,23.7,76.9
2022-06-13,Los Angeles,17.1,79.5,5.1,23.1
2020-05-04,Houston,10.5,76.9,14.8,30.6
2022-09-03,New York,27.6,52.1,22.5,76.7
2020-09-12,Houston,34.1,86.2,29.8,41.4
2022-08-26,Chicago,9.2,42.3,20.4,26.4
2022-09-04,New York,11.0,32.9,22.1,61.4
2021-11-23,Los Angeles,9.1,41.6,22.4,99.8
2021-12-10,Chicago,4.8,76.3,5.4,16.6
2022-08-26,New York,-7.5,87.2,20.8,0.2
2022-03-26,Los Angeles,-8.7,11.9,15.7,65.4
2023-11-06,Houston,27.3,38.2,20.8,3.4
2021-08-20,Houston,-8.9,89.8,9.0,44.3
2022-06-15,Los Angeles,29.4,37.9,10.8,52.0
2021-09-17,Los Angeles,19.6,86.1,4.2,13.8
2020-02-15,Chicago,39.2,11.9,15.7,40.8
2021-03-20,New York,-0.4,96.2,22.4,26.1
2021-04-03,Chicago,-5.7,27.8,17.4,3.6
2021-02-02,Phoenix,-0.5,77.9,14.2,24.9
2021-11-21,New York,24.0,65.5,18.9,34.9
2022-03-05,Phoenix,20.4,40.3,3.7,59.1
2020-05-26,Los Angeles,19.0,13.5,11.2,17.4
2022-10-07,Los Angeles,2.8,89.8,25.4,21.6
2020-01-03,Chicago,-7.6,46.1,3.5,86.4
2022-11-14,Los Angeles,23.4,56.6,29.1,90.4
2021-01-22,Los Angeles,32.7,10.9,30.0,89.0
2020-04-01,Phoenix,32.4,85.1,22.0,23.3
2021-05-11,New York,-9.1,89.4,23.6,97.1
2022-03-02,Phoenix,38.1,94.5,29.6,77.1
2020-02-24,Chicago,32.0,29.3,7.5,59.0
2022-11-02,Chicago,-4.3,18.9,6.3,65.6
2020-07-01,New York,18.1,16.3,8.6,40.6
2020-07-30,Los Angeles,-0.2,61.1,12.3,32.0
2022-08-07,Chicago,29.3,5.7,20.6,23.9
2021-04-09,New York,5.9,47.4,5.7,91.6
2020-09-28,Los Angeles,23.0,12.7,13.2,39.8
2020-08-18,Chicago,1.7,93.8,0.1,23.7
2023-11-12,New York,31.9,45.7,23.1,17.0
2022-04-06,Houston,13.4,48.8,6.7,59.4
2023-07-04,Los Angeles,21.8,44.4,17.7,72.2
2022-05-26,Houston,0.8,72.1,7.8,89.6
2021-04-19,Los Angeles,36.7,84.7,26.5,97.6
2021-07-13,Los Angeles,31.4,28.9,21.0,76.5
2022-11-25,New York,-6.6,99.8,16.3,5.4
2023-08-15,Chicago,12.4,26.8,27.1,90.8
2020-08-01,Chicago,-0.8,29.3,26.4,3.0
2021-07-25,Phoenix,17.4,16.4,27.6,75.8
2022-02-05,Chicago,20.2,42.3,6.9,53.7
2021-03-06,Los Angeles,-4.7,47.6,18.5,34.0
2021-12-08,Los Angeles,14.5,77.1,27.4,84.1
2020-10-13,New York,20.8,52.8,7.5,36.5
2021-04-03,Houston,33.4,26.7,29.5,23.0
2021-02-18,Los Angeles,22.5,20.5,28.7,31.0
2023-08-11,New York,38.7,12.5,21.3,65.4
2021-06-14,New York,-2.9,7.4,24.4,50.6
2023-01-03,Houston,34.9,5.9,22.7,42.6
2021-05-10,Houston,20.7,87.8,10.4,97.6
2022-03-16,Houston,-6.3,61.8,23.5,18.5
2020-04-27,Chicago,23.7,70.6,12.4,85.6
2021-01-30,Houston,-7.6,56.1,5.0,39.9
2021-09-02,Chicago,5.0,96.9,3.2,60.6
2020-11-16,Phoenix,22.2,81.5,29.1,64.1
2021-10-24,Los Angeles,-3.0,24.9,27.8,81.0
2022-12-14,Phoenix,23.9,19.3,16.5,77.9
2020-06-14,Phoenix,26.1,55.1,2.7,43.0
2021-06-02,Los Angeles,6.8,30.9,11.6,13.5
2023-12-06,Los Angeles,21.2,1.4,20.0,15.1
2021-12-21,Chicago,1.6,58.9,2.3,11.1
2022-05-22,Chicago,35.7,38.7,27.1,98.5
2022-03-21,Chicago,20.6,33.3,21.5,85.6
2021-12-12,New York,23.9,82.7,28.5,45.1
2020-11-05,New York,23.1,50.7,7.5,57.7
2023-04-01,Los Angeles,32.7,55.9,12.7,6.3
2022-10-18,Los Angeles,11.2,66.8,0.7,90.3
2023-08-19,Chicago,35.9,94.4,26.9,89.5
2020-09-08,Los Angeles,37.7,32.9,21.0,89.1
2022-03-24,Chicago,11.4,22.2,28.5,62.5
2023-04-09,Phoenix,-0.8,64.2,25.9,16.3
2020-06-30,Houston,39.6,95.4,23.8,58.5
2023-02-19,Houston,-7.7,93.8,6.3,19.4
2020-03-02,New York,37.0,33.8,0.2,18.2
2020-04-29,Chicago,28.4,43.4,25.3,70.1
2020-05-15,Los Angeles,33.1,58.9,7.5,9.2
2020-12-10,Houston,30.8,89.0,20.2,46.1
2020-12-01,Houston,13.3,5.5,19.4,51.1
2023-03-16,Los Angeles,-1.1,62.0,15.4,72.2
2021-02-22,Houston,26.3,73.9,26.0,41.9
2022-08-15,Chicago,4.6,74.6,13.0,62.3
2021-01-27,Chicago,39.1,74.5,6.4,41.8
2020-08-10,Los Angeles,0.5,12.8,22.1,89.3
2020-05-23,Chicago,-4.6,71.8,1.2,80.9
2022-12-09,Los Angeles,35.8,53.0,25.0,97.5
2020-05-18,Chicago,33.2,60.8,13.9,30.0
2020-01-20,Houston,0.6,78.2,0.2,73.3
2021-03-18,New York,-9.5,22.5,4.3,24.5
2020-11-21,New York,15.9,92.1,13.7,60.8
2021-12-09,Phoenix,19.8,3.4,5.3,17.8
2021-07-20,New York,25.1,12.6,11.1,2.5
2023-08-13,Chicago,-0.9,17.8,5.1,83.8
2020-02-23,Phoenix,12.9,36.6,28.6,35.1
2020-08-04,Los Angeles,37.1,91.8,15.5,89.9
2023-11-22,Phoenix,11.5,92.4,25.9,30.4
2023-11-27,Chicago,25.9,39.2,2.7,90.2
2023-05-17,New York,25.5,71.4,4.7,38.7
2023-09-12,Chicago,35.7,48.9,8.6,92.7
2020-12-25,Chicago,-4.5,17.1,28.9,46.4
2023-03-11,Los Angeles,24.8,11.1,24.5,33.6
2021-11-21,Phoenix,-2.9,92.5,15.4,15.9
2022-12-23,Los Angeles,31.7,0.5,26.0,26.5
2023-10-02,Phoenix,-0.3,33.9,1.2,54.4
2022-09-20,Chicago,-7.5,46.6,16.8,47.9
2022-02-13,Houston,19.1,2.7,28.5,89.2
2022-05-19,Los Angeles,26.3,92.3,21.4,58.7
2022-10-03,Houston,10.2,24.7,23.6,91.2
2023-03-25,Chicago,-10.0,17.3,9.9,42.6
2020-08-18,Phoenix,4.5,82.4,17.5,65.3
2023-09-02,Phoenix,-3.7,5.6,5.7,62.6
2023-10-18,Los Angeles,-1.6,60.4,23.6,21.6
2023-04-23,Phoenix,-0.9,11.8,25.4,97.8
2021-10-23,New York,6.2,26.1,23.3,26.4
2023-04-14,Houston,-0.0,39.9,6.9,5.4
2020-05-19,Los Angeles,33.0,24.2,4.5,42.5
2021-02-10,Los Angeles,15.6,29.8,20.6,60.5
2021-01-31,New York,5.5,76.1,19.7,31.4
2020-03-20,Los Angeles,26.9,76.6,29.5,80.2
2023-04-24,New York,37.3,13.5,5.9,42.7
2021-03-06,Los Angeles,21.1,4.7,5.8,82.5
2020-03-29,Chicago,23.3,72.1,17.7,49.7
2023-08-07,Los Angeles,39.4,18.6,23.6,92.8
2020-09-11,New York,33.3,14.6,7.3,9.1
2023-03-28,Houston,18.4,69.4,14.3,4.5
2023-08-07,Chicago,7.3,27.4,6.7,85.5
2023-06-29,Chicago,39.3,67.4,0.6,47.3
2020-09-07,Chicago,-3.5,71.6,22.7,76.2
2022-11-05,Houston,36.9,12.7,17.6,14.1
2021-10-06,Houston,39.5,53.0,20.9,2.6
2022-12-12,Chicago,-9.8,0.2,6.2,30.9
2023-11-25,Houston,33.8,24.7,7.2,18.4
2022-10-04,New York,-6.5,46.2,19.6,60.1
2023-01-05,New York,23.4,75.1,10.2,65.0
2023-09-03,Chicago,37.8,75.6,13.6,84.6
2021-12-18,New York,-2.4,54.2,13.0,95.8
2023-08-16,New York,22.5,25.9,6.4,5.5
2022-11-11,Phoenix,38.0,10.9,22.5,87.7
2020-02-12,Phoenix,17.6,54.4,18.1,4.5
2022-06-29,Houston,25.1,40.0,9.9,15.3
2021-07-18,Phoenix,13.7,48.4,19.3,51.3
2021-12-11,Houston,21.8,6.1,20.8,77.4
2020-02-18,Phoenix,26.5,57.0,16.6,71.0
2021-08-02,Los Angeles,5.8,85.7,5.8,20.0
2022-09-04,New York,20.7,96.4,19.8,92.6
2023-06-14,Chicago,10.9,84.6,14.8,30.4
2022-05-13,New York,21.6,37.0,28.1,54.1
2021-10-21,Los Angeles,16.0,35.2,13.4,9.6
2022-10-30,Los Angeles,7.5,4.4,18.4,24.6
2020-08-25,Houston,-9.3,23.3,27.8,22.2
2020-08-08,Houston,7.2,44.6,19.1,23.5
2022-02-21,Phoenix,15.5,61.0,21.7,12.0
2022-12-01,Los Angeles,36.6,84.6,28.9,69.5
2022-11-15,Houston,29.2,80.8,25.1,95.6
2023-05-04,Phoenix,22.8,72.2,29.9,83.3
2023-11-25,Chicago,23.7,78.8,28.9,65.5
2021-11-12,New York,38.3,66.9,3.4,15.6
2022-04-17,Los Angeles,24.6,33.9,11.4,48.5
2023-11-09,Houston,29.4,99.8,22.5,26.6
2020-04-03,Chicago,-7.2,13.6,6.0,42.2
2020-08-25,Phoenix,38.1,74.2,23.5,21.3
2022-03-28,Los Angeles,5.1,29.1,14.1,27.2
2021-01-09,Los Angeles,7.7,58.1,5.8,53.4
2020-10-26,Los Angeles,34.9,69.2,9.9,26.2
2020-06-22,New York,-1.0,48.6,10.8,45.0
2022-03-16,Chicago,32.0,80.0,4.2,47.6
2020-12-13,Phoenix,35.3,87.3,26.3,79.3
2023-01-09,Chicago,-2.8,5.8,21.0,60.0
2020-08-23,Phoenix,16.1,32.8,21.0,26.9
2022-05-20,New York,34.0,95.9,8.8,21.8
2021-03-06,New York,39.9,29.6,6.2,33.4
2021-03-26,Los Angeles,6.1,95.0,17.1,4.2
2021-06-20,New York,36.3,35.6,13.7,76.1
2022-03-19,New York,-1.1,70.5,25.3,87.3
2020-04-09,Houston,31.3,99.5,17.0,81.1
2020-01-22,New York,0.9,81.5,18.5,2.9
2022-03-28,Houston,-9.6,27.2,1.3,68.4
2023-08-15,New York,21.5,15.0,11.1,63.7
2020-09-01,Chicago,27.9,56.2,23.8,3.2
2020-02-19,Los Angeles,28.9,35.3,18.2,95.8
2023-04-23,Chicago,-5.2,24.7,29.3,11.8
2020-05-19,New York,24.0,70.3,13.1,53.8
2023-01-13,Houston,26.4,39.7,4.6,11.9
2020-08-18,Chicago,4.0,58.5,13.7,72.6
2022-11-02,Los Angeles,7.6,44.8,26.7,60.9
2022-12-07,Phoenix,4.9,65.4,15.9,72.1
2023-03-14,Chicago,-6.6,96.9,20.1,36.2
2021-08-11,New York,30.4,57.8,13.4,30.8
2021-09-29,New York,2.6,3.5,6.5,48.7
2021-08-03,Chicago,2.5,10.7,29.8,79.8
2021-03-01,Chicago,28.7,60.5,26.9,80.0
2021-04-28,New York,14.1,64.7,13.8,57.3
2020-08-13,Houston,25.2,53.0,5.3,58.3
2021-07-01,Los Angeles,7.3,59.8,21.2,13.6
2020-05-31,Phoenix,27.8,19.9,17.0,6.2
2023-06-14,New York,-4.5,56.0,11.2,9.9
2021-09-26,Chicago,24.9,4.0,21.6,65.9
2020-03-15,Chicago,-8.0,94.5,12.5,7.6
2020-05-06,Phoenix,17.2,93.8,18.2,97.1
2020-03-27,New York,12.4,67.5,29.6,67.9
2023-06-04,Phoenix,14.2,63.9,20.0,66.8
2020-05-20,Phoenix,28.8,79.4,1.9,44.2
2022-04-17,Houston,17.4,97.0,11.6,88.2
2023-03-11,Phoenix,7.8,10.8,2.6,60.9
2022-02-20,Los Angeles,36.0,88.3,3.6,17.6
2022-01-17,Houston,6.5,15.7,12.6,98.2
2023-11-27,New York,30.4,88.9,11.0,44.0
2021-09-07,Houston,32.7,72.4,12.6,25.8
2020-01-27,Phoenix,21.4,93.7,23.4,72.4
2023-08-25,Houston,8.6,49.5,22.7,81.7
2022-03-04,Phoenix,10.9,95.2,21.8,85.6
2022-07-30,Chicago,36.5,89.7,19.8,52.4
2021-01-27,Chicago,18.8,24.1,24.0,38.9
2023-10-20,Chicago,32.1,87.5,8.9,77.7
2020-10-25,Houston,-6.0,79.5,19.6,6.1
2022-09-07,Houston,-1.3,33.3,16.7,24.4
2021-10-09,Houston,5.4,91.4,20.1,29.1
2023-02-26,Los Angeles,10.6,34.2,25.6,93.6
2021-04-21,Chicago,-7.1,35.4,20.0,4.4
2023-07-10,Phoenix,12.1,92.3,20.4,57.4
2022-08-05,New York,14.5,48.4,22.3,46.1
2023-09-21,New York,32.3,6.7,1.4,4.9
2020-08-22,New York,15.5,16.3,15.8,2.0
2020-01-31,Houston,-5.5,82.5,17.1,50.5
2023-03-19,Houston,-5.5,44.3,9.1,22.4
2022-04-28,New York,25.1,68.4,20.9,15.6
2020-04-05,New York,15.6,6.3,1.5,42.1
2020-08-13,New York,-1.0,97.8,4.3,48.3
2021-06-27,Phoenix,9.0,61.1,9.4,85.0
2020-03-08,Phoenix,38.7,95.7,4.3,62.3
2023-04-27,Houston,35.4,63.8,25.5,17.5
2023-12-15,Chicago,-3.7,34.1,10.5,57.2
2023-10-19,Chicago,18.2,90.0,12.6,24.2
2021-03-26,Phoenix,23.6,19.2,2.4,81.7
2021-02-26,Phoenix,24.5,15.3,13.5,79.3
2022-06-14,Los Angeles,4.6,22.3,1.6,64.9
2022-06-22,Houston,29.1,69.0,6.5,65.4
2023-01-04,Chicago,17.3,49.2,21.7,69.6
2021-07-27,Phoenix,-8.3,28.1,14.5,67.5
2020-04-19,Houston,28.0,87.9,14.5,33.9
2023-09-10,Phoenix,5.6,68.6,12.0,84.8
2022-12-06,Phoenix,16.5,60.6,9.6,38.7
2020-11-30,Houston,-0.9,16.3,8.0,40.0
2021-05-18,Los Angeles,12.5,7.3,29.7,57.5
2022-07-07,Phoenix,2.3,83.0,28.7,65.7
2021-09-09,Los Angeles,13.9,68.3,18.2,34.9
2023-03-23,Houston,-2.8,46.0,14.7,57.7
2023-06-23,Chicago,35.5,8.5,10.7,20.9
2020-10-18,Phoenix,10.1,76.7,10.3,71.3
2020-03-16,Chicago,18.9,6.8,14.9,14.1
2021-03-10,Phoenix,21.8,35.6,19.4,45.3
2022-11-02,Phoenix,-8.3,90.6,16.4,91.5
2020-04-07,Phoenix,-1.3,78.7,11.0,42.1
2020-08-01,New York,6.4,51.0,8.2,67.1
2020-09-14,Houston,14.9,22.4,14.3,1.1
2021-10-02,New York,-4.0,78.3,27.0,18.6
2021-03-30,Houston,5.9,73.4,14.8,18.1
2022-09-25,Chicago,32.0,56.3,14.0,48.6
2021-05-07,Phoenix,4.3,46.5,15.4,80.3
2022-08-18,Phoenix,35.6,60.5,23.9,81.7
2022-10-01,Chicago,23.4,47.0,27.8,79.8
2023-05-22,Houston,22.9,93.5,9.9,14.0
2020-03-28,Phoenix,9.3,48.1,27.0,50.6
2022-03-14,Los Angeles,25.5,34.9,17.5,71.5
2021-06-23,Phoenix,15.9,62.4,27.2,82.1
2022-07-01,Chicago,-6.2,43.4,29.7,52.1
2023-05-20,New York,-2.0,57.1,4.8,34.5
2021-11-26,Chicago,2.1,24.4,23.9,36.3
2021-11-17,Los Angeles,-1.9,76.5,10.8,49.9
2020-04-07,Phoenix,39.7,87.7,0.3,65.9
2020-07-10,Houston,32.8,45.0,5.9,43.6
2020-02-13,New York,18.3,33.9,2.2,30.4
2020-02-10,New York,3.1,60.2,10.2,22.9
2021-03-08,Houston,12.8,87.2,18.4,18.7
2020-07-18,Chicago,28.9,25.2,6.3,47.9
2022-11-30,New York,14.3,18.7,20.8,29.5
2022-11-08,Chicago,-3.1,29.2,2.6,10.4
2022-10-02,Los Angeles,34.7,25.5,17.8,98.2
2021-05-02,Houston,7.5,18.6,15.3,58.3
2020-10-16,New York,17.4,98.4,16.2,45.7
2023-05-03,Chicago,27.4,35.7,12.2,25.2
2021-11-16,Houston,5.8,28.8,29.5,65.8
2020-01-23,New York,7.0,42.9,6.8,32.4
2020-12-15,Houston,18.5,82.5,5.3,69.6
2023-03-28,Phoenix,3.0,87.4,9.8,23.6
2023-05-03,Chicago,-9.1,74.0,21.5,9.3
2020-11-05,Chicago,7.8,17.4,2.4,74.0
2021-04-06,Phoenix,37.6,16.1,8.6,16.1
2023-04-03,New York,7.9,56.9,23.6,61.2
2022-06-10,Chicago,10.2,60.3,18.8,11.3
2022-03-05,Chicago,37.0,74.8,24.3,10.1
2023-10-17,Houston,38.1,93.6,4.3,20.9
2022-05-11,Phoenix,29.2,1.6,11.3,98.3
2022-10-27,Houston,-2.2,32.3,14.8,39.8
2021-05-31,Phoenix,-9.1,13.6,8.4,47.3
2023-12-23,New York,-9.1,69.1,10.7,10.0
2023-01-14,Phoenix,29.5,4.0,27.3,62.3
2020-11-06,Phoenix,0.0,25.3,20.0,34.0
2020-01-16,New York,11.7,58.2,13.7,60.6
2020-10-04,Chicago,34.6,48.6,17.5,50.5
2020-10-22,Chicago,26.8,35.0,13.8,92.7
2022-06-20,New York,24.7,86.0,2.5,47.7
2022-10-14,New York,10.9,13.4,4.0,86.1
2021-01-09,Los Angeles,22.8,88.7,20.1,31.1
2020-04-14,Phoenix,17.1,16.8,7.1,41.3
2021-11-07,Phoenix,-8.5,84.1,26.1,58.9
2023-11-19,New York,36.5,69.1,16.2,34.9
2022-10-06,Houston,-8.7,22.9,11.3,23.9
2020-02-12,Houston,5.4,43.9,11.6,78.3
2023-12-04,Houston,-8.9,6.1,28.3,22.4
2021-10-21,Houston,11.1,28.9,14.2,32.7
2021-08-14,New York,24.6,77.0,27.6,69.1
2021-09-21,Houston,-5.8,59.7,28.4,47.2
2021-11-02,Los Angeles,2.3,10.3,21.1,58.1
2021-11-11,Houston,15.9,27.8,23.0,52.9
2021-08-05,Houston,10.4,63.7,29.3,86.4
2023-09-03,Houston,35.7,77.8,18.4,80.8
2020-07-14,Chicago,37.0,87.6,4.1,34.9
2021-08-21,Phoenix,21.2,77.2,10.6,34.4
2023-02-25,New York,17.3,34.7,17.8,22.9
2023-07-02,Phoenix,16.4,47.9,17.5,36.0
2021-01-13,Phoenix,7.7,22.2,18.8,96.9
2020-03-14,New York,23.9,14.4,27.4,88.6
2021-12-18,Phoenix,6.9,94.0,17.9,72.2
2022-11-23,Phoenix,26.7,27.0,6.5,12.6
2021-02-26,Phoenix,36.3,15.9,9.4,91.0
2020-08-20,New York,5.6,66.1,14.6,97.5
2021-09-13,Chicago,8.8,41.9,5.8,39.9
2023-07-07,Los Angeles,13.2,84.5,0.9,6.3
2021-06-09,Houston,32.6,15.5,6.5,81.1
2022-10-16,Chicago,4.5,24.7,9.6,9.1
2022-05-20,New York,35.7,89.8,10.0,75.7
2022-12-04,Phoenix,7.9,80.0,10.0,42.7
2023-06-16,Houston,9.9,58.0,21.3,49.5
2020-10-20,New York,-2.6,4.0,23.7,14.7
2020-06-15,Los Angeles,13.6,19.1,4.8,84.3
2020-12-30,Phoenix,6.4,89.2,5.3,33.5
2020-03-02,New York,28.3,15.6,14.6,11.1
2020-10-03,Phoenix,5.5,80.3,16.8,14.1
2020-02-23,Chicago,15.5,97.4,3.9,26.3
2023-11-05,Los Angeles,14.6,48.7,16.8,5.5
2023-06-10,Chicago,1.7,44.1,10.0,20.2
2021-02-20,Chicago,-1.7,6.1,11.7,52.6
2021-06-26,New York,31.8,52.1,10.0,57.1
2020-06-16,New York,4.2,16.4,4.2,15.0
2022-10-07,Houston,34.1,23.3,3.0,27.9
2021-03-05,Phoenix,-2.0,54.5,27.6,48.9
2023-03-04,Houston,22.7,75.7,0.3,6.2
2021-05-29,New York,12.4,57.1,13.2,52.3
2023-04-01,Los Angeles,29.6,84.3,20.6,65.9
2022-01-22,New York,35.0,58.2,0.6,24.9
2022-04-11,Chicago,14.8,12.6,22.2,2.4
2020-03-14,Houston,11.5,61.2,8.2,44.4
2021-05-13,Phoenix,26.6,62.1,2.7,52.5
2023-05-31,Chicago,22.9,57.9,20.5,40.3
2022-02-18,Houston,19.4,95.1,5.5,38.7
2023-11-27,New York,6.9,45.9,0.3,54.6
2020-05-29,Houston,16.4,89.2,29.5,64.6
2022-06-09,Los Angeles,33.1,47.0,23.3,82.2
2023-11-09,Phoenix,20.4,33.0,25.9,1.7
2023-05-28,Chicago,10.4,64.3,29.7,88.8
2023-11-08,Chicago,-2.3,36.1,27.4,48.1
2023-01-27,Los Angeles,-8.7,70.5,10.2,92.3
2021-08-04,Houston,29.1,96.9,16.9,85.6
2023-10-15,Chicago,-7.4,99.2,4.1,73.6
2023-03-21,Phoenix,34.2,5.2,23.9,26.7
2022-10-03,New York,34.1,31.3,1.2,61.1
2023-03-09,New York,38.0,97.7,22.1,39.9
2021-03-04,Houston,12.2,44.6,0.7,4.9
2020-06-30,Los Angeles,-7.2,1.4,27.5,26.2
2020-09-28,Chicago,-5.3,6.9,7.0,48.5
2023-11-23,Phoenix,24.7,25.1,10.3,53.6
2021-09-25,New York,5.7,1.5,8.0,62.2
2022-02-24,Phoenix,20.0,3.8,0.9,1.7
2021-02-09,New York,31.5,42.8,14.2,75.6
2020-08-12,Chicago,38.2,88.2,2.8,60.8
2023-12-11,Phoenix,31.2,53.8,11.3,86.7
2023-04-20,Chicago,-9.7,23.8,14.4,49.9
2022-07-28,New York,0.5,99.9,13.9,58.7
2020-06-16,Phoenix,-0.6,64.5,3.9,90.3
2022-04-30,Phoenix,-0.7,19.6,28.2,29.4
2022-12-30,Houston,1.7,69.8,19.6,87.2
2023-11-06,Phoenix,-8.6,48.6,17.5,15.2
2021-06-24,Phoenix,9.7,40.3,9.3,16.8
2023-11-02,New York,35.5,48.7,26.9,1.4
2020-06-08,Los Angeles,18.4,42.7,3.4,74.9
2020-01-20,New York,30.6,53.3,10.5,26.3
2022-02-13,Los Angeles,-8.9,57.1,6.9,11.9
2020-04-16,Chicago,10.1,94.3,6.1,0.5
2021-03-24,New York,28.9,84.2,5.6,52.1
2021-10-13,Los Angeles,12.0,98.1,5.4,28.7
2021-12-31,Houston,-7.7,12.2,21.2,52.6
2021-06-01,Los Angeles,37.8,98.7,21.7,55.2
2022-05-24,Phoenix,-5.6,48.3,0.7,2.0
2021-03-14,New York,10.6,68.4,26.3,86.4
2021-12-24,Los Angeles,7.0,47.5,7.0,38.8
2021-05-15,New York,-4.3,45.5,17.4,67.2
2021-09-17,Phoenix,34.2,92.5,13.8,59.9
2020-04-22,Houston,37.9,16.5,22.2,23.4
2021-05-13,New York,39.1,0.1,13.4,66.2
2021-01-12,Chicago,5.0,37.9,7.3,50.1
2022-05-08,Houston,34.5,48.7,0.4,34.6
2020-07-25,New York,2.1,31.1,3.0,60.3
2022-12-26,Chicago,8.8,97.9,0.7,45.6
2022-05-08,Houston,-8.3,98.0,8.3,69.2
2021-07-09,New York,-5.4,11.2,3.2,77.5
2021-07-31,Chicago,20.1,12.6,13.8,15.3
2021-06-04,Phoenix,-4.8,55.4,9.8,24.8
2021-10-29,Houston,39.0,28.1,2.9,95.4
2023-06-26,Phoenix,32.7,42.4,18.1,85.6
2022-11-12,Houston,36.4,62.3,22.9,78.0
2023-01-13,Los Angeles,10.0,22.9,3.5,77.7
2020-02-02,Houston,36.2,44.8,24.0,20.3
2022-07-19,Phoenix,37.7,48.4,13.2,28.2
2022-04-24,Los Angeles,-3.8,97.9,6.1,53.8
2023-07-09,Los Angeles,-8.2,66.8,21.8,21.1
2020-08-23,New York,27.7,59.0,14.9,56.8
2023-04-03,Phoenix,26.9,14.3,14.9,3.3
2021-06-13,Phoenix,21.9,33.5,17.1,48.7
2021-12-21,New York,5.6,62.2,11.3,98.3
2022-08-21,Los Angeles,0.3,7.0,20.5,16.7
2022-06-03,Los Angeles,26.8,74.3,19.1,91.1
2023-06-27,Houston,29.0,77.0,14.3,79.9
2020-11-06,Chicago,30.7,90.1,12.7,1.4
2022-06-06,New York,6.3,18.2,11.1,41.4
2020-02-18,Chicago,11.2,79.8,4.4,34.2
2020-10-20,Los Angeles,1.5,43.5,6.3,94.7
2020-12-14,Houston,13.5,62.8,3.2,37.5
2022-04-17,Chicago,21.5,6.5,29.2,59.0
2021-01-31,Los Angeles,34.5,15.0,28.4,55.2
2023-11-07,Los Angeles,25.5,32.9,12.5,58.4
2021-11-30,Chicago,19.2,58.9,29.6,40.0
2021-06-02,Los Angeles,-9.7,3.4,25.9,21.0
2020-06-24,Chicago,-1.0,74.7,27.1,57.2
2022-05-13,Phoenix,-4.9,12.2,1.6,15.7
2022-04-02,Houston,10.0,14.8,1.3,84.8
2023-05-20,Phoenix,27.7,61.8,5.7,31.0
2021-05-17,Houston,-6.3,88.0,12.4,40.6
2020-10-03,Phoenix,-3.7,14.5,23.0,91.0
2022-08-28,Chicago,31.8,99.9,23.0,23.9
